id,title,price,volume,type,alcohol,sweet,sour,body,cool,food,material,company,link,flavour_type
0,가야 프리미엄 막걸리,"32,000",750ml,과실주,6,3,3,2,4,,김해 쌀(100%),가야양조장,https://shopping-phinf.pstatic.net/main_3280498/32804985621.20220608124928.jpg?type=f640,3
1,감그린 레귤러,"18,000",750ml,과실주,12,3,3,2,3,소고기류,감(국내산),청도감와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013020715463_KGFK8VS9E.jpg%2Ffe87_281_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
2,감그린 스페셜,"25,000",750ml,과실주,12,3,3,3,3,소고기류,감(국내산),청도감와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20181017120058261_9LP7HYZZH.jpg%2Ffe87_282_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
3,감그린 아이스와인,"89,000",375ml,과실주,10,4,2,4,2,"모짜렐라 치즈, 카망베르, 스모키 치즈",감(국내산),청도감와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013022632085_JS0FG3HC4.jpg%2Ffe87_283_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
4,감악산 머루주,"28,000",360ml,과실주,12,4,4,3,3,"메기, 참게, 흑염소, 오리로스구이","국내산 산머루원액 78.5%, 주정",산머루농원영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824185213299_9BJJMDYTE.jpg%2Ffe87_475_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
5,고도리 레드와인 스위트,"22,000",750ml,과실주,12,3,3,3,2,"육회, 수육, 불고기",MBA 머루포도(경북 영천),고도리 와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012232607390_PR1T3J94Y.jpg%2Ffe87_257_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
6,고도리 복숭아와인,"32,000",750ml,과실주,6.5,4,3,2,3,안주 없이,복숭아(영천),고도리 와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012233303337_YH8EX1IYX.jpg%2Ffe87_258_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
7,고도리 화이트와인 드라이,"22,000",750ml,과실주,10.5,2,3,2,3,"생선회, 기름기가 적은 음식",거봉포도(영천),고도리 와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012231753430_BXL6O7JRO.jpg%2Ffe87_256_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
8,고도리 화이트와인 스위트,"22,000",750ml,과실주,10.5,4,3,2,3,안주 없이,거봉포도(영천),고도리 와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012230912307_6HTQENADJ.jpg%2Ffe87_255_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
9,고창선운산 땡큐복분자주,"50,000",300ml,과실주,13,3,1,2,3,장어구이,"복분자과실, 주정, 효모, 구연산, 정제수",고창선운산,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013002617552_ZEZTE1FR0.jpg%2Ffe87_267_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
10,고창선운산 땡큐블루베리주,"60,000",300ml,과실주,13,2,2,2,2,스테이크,"블루베리과실, 주정, 효모, 구연산, 정제수",고창선운산,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013004450642_1QTC63ZH8.jpg%2Ffe87_270_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
11,고창선운산 복분자주 특1호,"27,000",1800ml,과실주,15,3,1,2,3,장어구이,"복분자과실, 주정, 효모, 구연산, 정제수",고창선운산,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013003339078_RJJFXK3KF.jpg%2Ffe87_268_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
12,공주애 오디와인,"6,000",375ml,과실주,15,3,2,1,3,장어구이,"국내산 오디, 정제수, 주정, 과당, 효모",사곡양조원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013030946221_6W66ZE0JB.jpg%2Ffe87_288_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
13,그랑꼬또 레드와인,"35,000",750ml,과실주,12,3,3,2,3,"생선, 나물",포도(캠벨얼리),그린영농조합,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824171811871_DI0RHX5YW.jpg%2Ffe87_439_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
14,그랑꼬또 로제와인,"21,000",750ml,과실주,12,2,3,3,1,조개요리,포도,그린영농조합,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522124437029_XHAF0B41O.jpg%2Ffe87_124_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
15,그랑꼬또 청수,"60,000",750ml,과실주,12,2,1,2,3,파스타,포도,그린영농조합,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522123956155_TUATO6CXE.jpg%2Ffe87_123_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
16,그랑꼬또 M56,"21,000",750ml,과실주,12,2,3,3,1,조개요리,포도(캠벨얼리),그린영농조합,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522125019915_X9OP9CNG9.jpg%2Ffe87_125_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
17,그랑티그르 CE2002,"40,000",750ml,과실주,12,3,2,3,2,"산채 한정식, 나물요리",캠벨얼리 포도,월류원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726150728113_RR7DBHY6K.jpg%2Ffe87_357_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
18,그랑티그르 M1988,"40,000",750ml,과실주,12,3,3,3,2,"산채 한정식, 나물 요리","캠벨얼리 포도, 오미자",월류원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726151102261_RZ9LYKT2P.jpg%2Ffe87_358_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
19,그랑티그르 S1974,"40,000",750ml,과실주,12,1,3,2,2,스테이크,포도(캠벨얼리 100%),월류원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522205812223_JZUBPFCR5.JPG%2Ffe87_204_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
20,남산애 레드와인,"45,000",750ml,과실주,14,3,3,2,3,,"포도(캠벨얼리, MBA, 산머루)",월류원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726160504384_NN5Q6PCJP.jpg%2Ffe87_378_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
21,남산애 포트와인,"55,000",750ml,과실주,18.5,3,3,3,2,,"포도(캠벨얼리, MBA, 산머루)",예인화원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726161108080_D0C8OEVJU.jpg%2Ffe87_380_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
22,다래와인 3004,"10,000",375ml,과실주,8,2,2,2,1,소고기 구이,참다래,오름주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522224552645_ZI3DDO3HU.JPG%2Ffe87_220_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
23,다래와인 7004S,"18,000",750ml,과실주,8,2,2,2,1,식사,참다래,오름주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522225420420_QHBESK3ZG.JPG%2Ffe87_221_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
24,다랭이팜 생막걸리,"4,000",750ml,과실주,6,1,5,2,2,골뱅이 무침,"지하정제수, 9분도쌀, 찹쌀, 혼합제제 누룩,",농업회사법인 주식회사 다랭이팜,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113201250701_T7D0YLZPV.jpg%2Ffe87_066_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
25,도로시 머루주,"25,000",500ml,과실주,12,4,4,3,3,"삼계탕, 오리백숙","국내산 산머루원액 78.5%, 주정",산머루농원영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824185522414_4FHY0A4HO.jpg%2Ffe87_476_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
26,두레앙 와인,"15,000",750ml,과실주,12,2,2,2,1,"육류, 치즈",거봉포도원액,두레양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522154259145_FGEKAU6VD.JPG%2Ffe87_155_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
27,레돔 내추럴 스파클링 로제와인,"38,000",750ml,과실주,7.5,3,3,2,4,,포도,작은알자스,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726172533265_UUZLJ3IGE.jpg%2Ffe87_405_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
28,레돔 시드르,"32,000",750ml,과실주,6,3,3,2,4,,사과(100%),작은 알자스,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726172843804_0D03IMN8J.jpg%2Ffe87_406_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
29,맑은내일 Winery 단감명작,"20,000",750ml,과실주,7,3,2,2,3,"샐러드, 해산물, 케이크, 마카롱","단감(국내산_창녕), 정제수, 설탕, 효소제, 무수구연산, 효모, 무수아황산(산아방지제), 소브산(보존료)",우포의 아침 주식회사,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20220323114554702_VMLR890DG.png%2Ffe87_536_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
30,머루드 서 드라이,"35,000",750ml,과실주,13.5,2,4,4,3,"양꼬치, 항정살, 스테이크",국내산 산머루,산머루농원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824184534918_DANFDJQ84.jpg%2Ffe87_473_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
31,머루이야기,"6,000",350ml,과실주,12,3,1,2,1,수육,국내산 머루(전북 무주),산들벗(주0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522181501077_JI6CLLTGF.jpg%2Ffe87_179_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
32,명작 복분자,"78,000",375ml,과실주,13,3,1,1,1,파이,"복분자, 효모, 주정, 정제수, 과당, 구연산",국순당,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522122544936_M8DFBY9V9.jpg%2Ffe87_120_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
33,무주구천동머루와인,"25,000",750ml,과실주,12,2,2,3,1,삼겹살,머루,덕유양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522151516741_Z4KJBKJ0M.jpg%2Ffe87_149_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
34,미소 아이스,"40,000",375ml,과실주,12,4,1,3,2,,"포도, 산화방지제, 효모",도란원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113195656055_E6HTARPXC.jpg%2Ffe87_034_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
35,백이주,"30,000",800ml,과실주,35,2,2,3,1,"김치찜, 탕, 찌개류","쌀(국산), 홍마늘액(국산), 감초(국산), 개량누룩(국산), 효모, 정제효소제, 정제수, 밀함유",농업회사법인(주)세찬,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20220323113956711_9PAKZKGR0.png%2Ffe87_533_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
36,뱅꼬레 레드와인,"25,000",375ml,과실주,12,3,4,2,2,"불고기, 수육, 어복쟁반",양조용포도(영천),한국와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012205254131_OZN4S1OAO.jpg%2Ffe87_242_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
37,뱅꼬레 로제와인,"23,000",375ml,과실주,11.5,4,3,2,3,한정식,양조용포도(영천),한국와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012210240572_XK8VZYOLZ.jpg%2Ffe87_243_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
38,뱅꼬레 화이트와인,"23,000",375ml,과실주,11,4,3,2,3,"샐러드, 카르파쵸, 가벼운 튀김류",양조용포도(경북 영천),한국와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012211534314_ZPGFI2NWS.jpg%2Ffe87_244_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
39,베베마루 캠벨로제 스위트,"20,000",375ml,과실주,10,2,2,3,1,와인에 재워 놓은 붉은 고기,포도(캠벨얼리),월류원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522204813842_X33O0OUFO.JPG%2Ffe87_203_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
40,별바랑,"27,000",375ml,과실주,17.5,4,3,2,3,모짜렐라치즈,"국내산 찹쌀, 국내산 멥쌀, 누룩, 정제수",금계당,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824195506913_4EW1YOOHL.jpg%2Ffe87_498_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
41,복분자음,"6,000",375ml,과실주,12,2,2,3,1,삼계탕,"복분자(국내산), 정제수",배상면주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170524104616975_CBQ4VJBPS.jpg%2Ffe87_172_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
42,복분자음,"6,000",375ml,과실주,12,2,2,3,1,삼계탕,"복분자(국내산), 정제수",배상면주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126161539815_SFJTUWC80.jpg%2Ffe115_23_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
43,블루베리 이야기,"6,000",375ml,과실주,12,3,1,3,1,숯불구이,"국내산 산머루 50%, 블루베리 50%",농업회사법인산들벗(주),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522182136200_1TIF2FFWA.JPG%2Ffe87_180_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
44,산머루 크라테 드라이,"48,000",750ml,과실주,11.5,2,2,3,3,"스테이크, 고기요리, 꼬치구이, 찜요리",산머루,수도산와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726141509375_OUJIB8HHY.jpg%2Ffe87_334_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
45,산머루 크라테 로제,"18,000",375ml,과실주,11.5,4,1,3,3,불고기,산머루,수도산와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726141714731_9F3DOO2S1.jpg%2Ffe87_335_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
46,산머루 크라테 스위트,"48,000",750ml,과실주,11.5,4,2,1,3,양념된 두부조림,산머리(국내산),수도산와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726141144741_RYSQU37Q9.jpg%2Ffe87_333_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
47,샹스프랑보아즈,"150,000",500ml,과실주,13,1,4,4,2,"양념 소갈비, 육전","복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수",(주)선운산복분자주 흥진,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726142611986_W19AM5ZK0.jpg%2Ffe87_339_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
48,선운산 복분자와인,"6,000",300ml,과실주,13,4,4,2,3,장어구이,"복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수",(주)선운산복분자주 흥진,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726142128458_R9TXCIXD1.jpg%2Ffe87_337_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
49,선운산 복분자주,"25,000",375ml,과실주,16,4,4,2,3,"장어구이, 디저트, 치즈","복분자(고창산), 과당, 구연산, 아스파탐, 무수아황산",(주)선운산복분자주 흥진,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726141913121_CYKXHFPQT.jpg%2Ffe87_336_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
50,선운산 복분자주 프리미엄,"40,000",700ml,과실주,19,4,3,2,3,한우 수육,"복분자(고창산), 과당, 구연산, 아스파탐, 무수아황산",(주)선운산복분자주 흥진,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190729165450101_WFS36KLAQ.jpg%2Ffe87_338_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
51,스타베리오디,"28,000",500ml,과실주,12,3,4,3,3,나물 요리,양조용포도(영천),한국와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012213744881_VGS8HYYWW.jpg%2Ffe87_246_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
52,시나브로 드 글로리아,"25,000",750ml,과실주,12,3,3,2,2,"불고기, 육전, 가벼운 고기류",포도(캠벨얼리),불휘농장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726150503562_RVKZWV96Y.jpg%2Ffe87_356_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
53,시나브로 레드 드라이,"25,000",750ml,과실주,12,2,3,3,3,"아귀찜, 꽃게무침",캠벨얼리,불휘농장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726145624313_CSKB058I7.jpg%2Ffe87_353_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
54,시나브로 레드 스위트,"25,000",750ml,과실주,12,3,3,2,3,,포도(캠벨얼리),불휘농장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726145910403_89WSJUOPT.jpg%2Ffe87_354_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
55,시나브로 에뚜왈 로제 스파클링,"30,000",750ml,과실주,5,2,1,4,1,내온 수육,포도(캠벨얼리),불휘농장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824172723957_FPBVJDEN8.jpg%2Ffe87_443_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
56,시나브로 에뚜왈 스파클링와인,"30,000",750ml,과실주,5,3,3,2,4,육류,포도(청수),불휘농장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726150217361_7F93IN9DO.jpg%2Ffe87_355_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
57,애피소드 상그리아,"21,000",500ml,과실주,3.5,4,4,2,4,쿠키,"포도와인, 정제주정, 정제수, 포도농축액, 고과당",㈜한국애플리즈,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012202824469_LOLM44XYG.jpg%2Ffe87_239_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
58,애피소드 애플,"21,000",500ml,과실주,3.5,4,4,2,4,"새우, 호박, 감자, 고구마, 오징어",사과,㈜한국애플리즈,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012201745789_LUKUYPH79.jpg%2Ffe87_238_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
59,예밀와인 레드 드라이,"20,000",750ml,과실주,13,1,1,3,2,고기구이,포도(캠벨얼리),예밀2리영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726151335295_EUMQD5TZD.jpg%2Ffe87_359_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
60,예밀와인 레드 스위트,"20,000",750ml,과실주,12,4,1,3,2,달콤한 디저트,포도(캠벨얼리),예밀2리영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726151635198_TH9NUR4AA.jpg%2Ffe87_360_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
61,예밀와인 로제,"20,000",750ml,과실주,12,4,1,3,2,케익,포도(캠벨얼리),예밀2리영농조합법인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726151951004_ZB35HZFOU.jpg%2Ffe87_361_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
62,예주,"29,000",750ml,과실주,15,1,3,3,1,소고기 소금구이,"복분자, 주정, 효모, 정제수",용두산조은술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522202708256_NEGIGMXLM.jpg%2Ffe87_200_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
63,자두와인 레드,"22,000",750ml,과실주,12,2,3,2,2,피자,피자두,자두사랑,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522213000427_1DVRPIY7Y.JPG%2Ffe87_209_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
64,장수 오미자주,"5,400",360ml,과실주,16.5,3,4,3,4,"버섯요리, 송이버섯 전골","오미자(국내산), 정제수, 주정, 설탕, 효모",서울장수주식회사,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824184310218_GOXOSG7KK.jpg%2Ffe87_472_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
65,젤코바 스페셜와인,"17,000",375ml,과실주,11.5,2,4,3,2,"불고기, 양념갈비","국내산 산머루, MBA포도",젤코바와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824194508852_TA5UK3EUD.jpg%2Ffe87_494_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
66,젤코바 프리미엄 와인,"33,000",500ml,과실주,12,1,4,4,2,"양념 소갈비, 육전","국내산 산머루, MBA포도",젤코바와이너리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824194703614_OMOHRS5G3.jpg%2Ffe87_495_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
67,추사 로제,"20,000",375ml,과실주,12,2,3,1,2,"애플파이, 과실 샐러드",사과(국내산),예산사과와인,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013073257168_GTC11D1XB.jpg%2Ffe87_326_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
